"Industry","Date","Value","GEO"
"Information, culture",2012-12-01,8,NA
"Information, culture",2013-01-01,1,NA
"Information, culture",2013-02-01,4,NA
"Information, culture",2013-03-01,5,NA
"Information, culture",2013-04-01,6,NA
"Information, culture",2013-05-01,9,NA
"Information, culture",2013-06-01,4,NA
"Information, culture",2013-07-01,5,NA
"Information, culture",2013-08-01,0,NA
"Information, culture",2013-09-01,0,NA
"Information, culture",2013-10-01,1,NA
"Information, culture",2013-11-01,1,NA
"Information, culture",2013-12-01,6,NA
"Information, culture",2014-01-01,3,NA
"Information, culture",2014-02-01,4,NA
"Information, culture",2014-03-01,3,NA
"Information, culture",2014-04-01,5,NA
"Information, culture",2014-05-01,4,NA
"Information, culture",2014-06-01,1,NA
"Information, culture",2014-07-01,4,NA
"Information, culture",2014-08-01,4,NA
"Information, culture",2014-09-01,6,NA
"Information, culture",2014-10-01,5,NA
"Information, culture",2014-11-01,7,NA
"Information, culture",2014-12-01,4,NA
"Information, culture",2015-01-01,0,NA
"Information, culture",2015-02-01,8,NA
"Information, culture",2015-03-01,4,NA
"Information, culture",2015-04-01,5,NA
"Information, culture",2015-05-01,2,NA
"Information, culture",2015-06-01,6,NA
"Information, culture",2015-07-01,4,NA
"Information, culture",2015-08-01,2,NA
"Information, culture",2015-09-01,4,NA
"Information, culture",2015-10-01,7,NA
"Information, culture",2015-11-01,5,NA
"Information, culture",2015-12-01,7,NA
"Information, culture",2016-01-01,3,NA
"Information, culture",2016-02-01,9,NA
"Information, culture",2016-03-01,11,NA
"Information, culture",2016-04-01,1,NA
"Information, culture",2016-05-01,4,NA
"Information, culture",2016-06-01,2,NA
"Information, culture",2016-07-01,5,NA
"Information, culture",2016-08-01,3,NA
"Information, culture",2016-09-01,5,NA
"Information, culture",2016-10-01,2,NA
"Information, culture",2016-11-01,5,NA
"Information, culture",2016-12-01,6,NA
"Information, culture",2017-01-01,5,NA
"Information, culture",2017-02-01,2,NA
"Information, culture",2017-03-01,8,NA
"Information, culture",2017-04-01,4,NA
"Information, culture",2017-05-01,2,NA
"Information, culture",2017-06-01,3,NA
"Information, culture",2017-07-01,4,NA
"Information, culture",2017-08-01,3,NA
"Information, culture",2017-09-01,5,NA
"Information, culture",2017-10-01,1,NA
"Information, culture",2017-11-01,4,NA
"Information, culture",2017-12-01,5,NA
"Information, culture",2018-01-01,7,NA
"Information, culture",2018-02-01,7,NA
"Information, culture",2018-03-01,5,NA
"Information, culture",2018-04-01,3,NA
"Information, culture",2018-05-01,1,NA
"Information, culture",2018-06-01,6,NA
"Information, culture",2018-07-01,2,NA
"Information, culture",2018-08-01,1,NA
"Information, culture",2018-09-01,4,NA
"Information, culture",2018-10-01,6,NA
"Information, culture",2018-11-01,4,NA
"Information, culture",2018-12-01,3,NA
"Information, culture",2019-01-01,5,NA
"Information, culture",2019-02-01,7,NA
"Information, culture",2019-03-01,8,NA
"Information, culture",2019-04-01,7,NA
"Information, culture",2019-05-01,3,NA
"Information, culture",2019-06-01,6,NA
"Information, culture",2019-07-01,6,NA
"Information, culture",2019-08-01,1,NA
"Information, culture",2019-09-01,2,NA
"Information, culture",2019-10-01,4,NA
"Information, culture",2019-11-01,7,NA
"Information, culture",2019-12-01,4,NA
"Information, culture",2020-01-01,6,NA
"Information, culture",2020-02-01,9,NA
"Information, culture",2020-03-01,3,NA
"Information, culture",2020-04-01,1,NA
"Information, culture",2020-05-01,2,NA
"Information, culture",2020-06-01,1,NA
"Information, culture",2020-07-01,1,NA
"Information, culture",2020-08-01,1,NA
"Information, culture",2020-09-01,1,NA
"Information, culture",2020-10-01,6,NA
"Information, culture",2020-11-01,2,NA
"Information, culture",2020-12-01,3,NA
"Information, culture",2021-01-01,5,NA
"Information, culture",2021-02-01,2,NA
"Information, culture",2021-03-01,3,NA
"Information, culture",2021-04-01,3,NA
"Information, culture",2021-05-01,1,NA
"Information, culture",2021-06-01,3,NA
"Information, culture",2021-07-01,4,NA
"Information, culture",2021-08-01,2,NA
"Information, culture",2021-09-01,1,NA
"Information, culture",2021-10-01,2,NA
"Information, culture",2021-11-01,6,NA
"Information, culture",2021-12-01,2,NA
"Information, culture",2022-01-01,1,NA
"Information, culture",2022-02-01,5,NA
"Information, culture",2022-03-01,4,NA
"Information, culture",2022-04-01,4,NA
"Information, culture",2022-05-01,2,NA
"Information, culture",2022-06-01,7,NA
"Information, culture",2022-07-01,1,NA
"Information, culture",2022-08-01,3,NA
"Information, culture",2022-09-01,2,NA
"Information, culture",2022-10-01,5,NA
"Information, culture",2022-11-01,5,NA
"Information, culture",2022-12-01,5,NA
"Information, culture",2023-01-01,10,NA
"Information, culture",2023-02-01,4,NA
"Information, culture",2023-03-01,5,NA
"Information, culture",2023-04-01,1,NA
"Information, culture",2023-05-01,7,NA
"Information, culture",2023-06-01,5,NA
"Information, culture",2023-07-01,4,NA
"Information, culture",2023-08-01,5,NA
"Information, culture",2023-09-01,6,NA
"Information, culture",2023-10-01,15,NA
"Information, culture",2023-11-01,10,NA
"Information, culture",2023-12-01,15,NA
"Information, culture",2024-01-01,20,NA
"Information, culture",2024-02-01,7,NA
"Information, culture",2024-03-01,7,NA
"Information, culture",2024-04-01,15,NA
"Information, culture",2024-05-01,12,NA
"Information, culture",2024-06-01,7,NA
"Information, culture",2024-07-01,10,NA
"Information, culture",2024-08-01,4,NA
"Information, culture",2024-09-01,5,NA
"Information, culture",2024-10-01,10,NA
"Information, culture",2024-11-01,9,NA
"Information, culture",2024-12-01,6,NA
"Information, culture",2025-01-01,5,NA
"Information, culture",2025-02-01,7,NA
"Information, culture",2025-03-01,4,NA
"Information, culture",2025-04-01,8,NA
"Information, culture",2025-05-01,4,NA
"Finance",2011-01-01,11,NA
"Finance",2011-02-01,2,NA
"Finance",2011-03-01,10,NA
"Finance",2011-04-01,10,NA
"Finance",2011-05-01,8,NA
"Finance",2011-06-01,7,NA
"Finance",2011-07-01,1,NA
"Finance",2011-08-01,8,NA
"Finance",2011-09-01,4,NA
"Finance",2011-10-01,3,NA
"Finance",2011-11-01,6,NA
"Finance",2011-12-01,10,NA
"Finance",2012-01-01,2,NA
"Finance",2012-02-01,8,NA
"Finance",2012-03-01,7,NA
"Finance",2012-04-01,2,NA
"Finance",2012-05-01,7,NA
"Finance",2012-06-01,4,NA
"Finance",2012-07-01,7,NA
"Finance",2012-08-01,3,NA
"Finance",2012-09-01,3,NA
"Finance",2012-10-01,4,NA
"Finance",2012-11-01,7,NA
"Finance",2012-12-01,5,NA
"Finance",2013-01-01,5,NA
"Finance",2013-02-01,10,NA
"Finance",2013-03-01,4,NA
"Finance",2013-04-01,5,NA
"Finance",2013-05-01,9,NA
"Finance",2013-06-01,3,NA
"Finance",2013-07-01,3,NA
"Finance",2013-08-01,6,NA
"Finance",2013-09-01,8,NA
"Finance",2013-10-01,4,NA
"Finance",2013-11-01,4,NA
"Finance",2013-12-01,2,NA
"Finance",2014-01-01,3,NA
"Finance",2014-02-01,6,NA
"Finance",2014-03-01,7,NA
"Finance",2014-04-01,3,NA
"Finance",2014-05-01,2,NA
"Finance",2014-06-01,3,NA
"Finance",2014-07-01,6,NA
"Finance",2014-08-01,7,NA
"Finance",2014-09-01,5,NA
"Finance",2014-10-01,7,NA
"Finance",2014-11-01,7,NA
"Finance",2014-12-01,8,NA
"Finance",2015-01-01,7,NA
"Finance",2015-02-01,5,NA
"Finance",2015-03-01,4,NA
"Finance",2015-04-01,5,NA
"Finance",2015-05-01,2,NA
"Finance",2015-06-01,7,NA
"Finance",2015-07-01,3,NA
"Finance",2015-08-01,3,NA
"Finance",2015-09-01,3,NA
"Finance",2015-10-01,4,NA
"Finance",2015-11-01,6,NA
"Finance",2015-12-01,6,NA
"Finance",2016-01-01,5,NA
"Finance",2016-02-01,3,NA
"Finance",2016-03-01,6,NA
"Finance",2016-04-01,2,NA
"Finance",2016-05-01,4,NA
"Finance",2016-06-01,6,NA
"Finance",2016-07-01,3,NA
"Finance",2016-08-01,6,NA
"Finance",2016-09-01,6,NA
"Finance",2016-10-01,4,NA
"Finance",2016-11-01,4,NA
"Finance",2016-12-01,3,NA
"Finance",2017-01-01,3,NA
"Finance",2017-02-01,3,NA
"Finance",2017-03-01,9,NA
"Finance",2017-04-01,3,NA
"Finance",2017-05-01,8,NA
"Finance",2017-06-01,5,NA
"Finance",2017-07-01,4,NA
"Finance",2017-08-01,2,NA
"Finance",2017-09-01,3,NA
"Finance",2017-10-01,7,NA
"Finance",2017-11-01,1,NA
"Finance",2017-12-01,4,NA
"Finance",2018-01-01,3,NA
"Finance",2018-02-01,6,NA
"Finance",2018-03-01,5,NA
"Finance",2018-04-01,1,NA
"Finance",2018-05-01,2,NA
"Finance",2018-06-01,2,NA
"Finance",2018-07-01,3,NA
"Finance",2018-08-01,5,NA
"Finance",2018-09-01,3,NA
"Finance",2018-10-01,6,NA
"Finance",2018-11-01,8,NA
"Finance",2018-12-01,4,NA
"Finance",2019-01-01,5,NA
"Finance",2019-02-01,5,NA
"Finance",2019-03-01,6,NA
"Finance",2019-04-01,7,NA
"Finance",2019-05-01,5,NA
"Finance",2019-06-01,4,NA
"Finance",2019-07-01,2,NA
"Finance",2019-08-01,4,NA
"Finance",2019-09-01,3,NA
"Finance",2019-10-01,3,NA
"Finance",2019-11-01,5,NA
"Finance",2019-12-01,3,NA
"Finance",2020-01-01,2,NA
"Finance",2020-02-01,4,NA
"Finance",2020-03-01,3,NA
"Finance",2020-04-01,0,NA
"Finance",2020-05-01,0,NA
"Finance",2020-06-01,3,NA
"Finance",2020-07-01,3,NA
"Finance",2020-08-01,0,NA
"Finance",2020-09-01,2,NA
"Finance",2020-10-01,1,NA
"Finance",2020-11-01,3,NA
"Finance",2020-12-01,7,NA
"Finance",2021-01-01,10,NA
"Finance",2021-02-01,5,NA
"Finance",2021-03-01,4,NA
"Finance",2021-04-01,4,NA
"Finance",2021-05-01,0,NA
"Finance",2021-06-01,7,NA
"Finance",2021-07-01,2,NA
"Finance",2021-08-01,0,NA
"Finance",2021-09-01,2,NA
"Finance",2021-10-01,2,NA
"Finance",2021-11-01,4,NA
"Finance",2021-12-01,4,NA
"Finance",2022-01-01,1,NA
"Finance",2022-02-01,0,NA
"Finance",2022-03-01,2,NA
"Finance",2022-04-01,2,NA
"Finance",2022-05-01,1,NA
"Finance",2022-06-01,1,NA
"Finance",2022-07-01,1,NA
"Finance",2022-08-01,7,NA
"Finance",2022-09-01,2,NA
"Finance",2022-10-01,1,NA
"Finance",2022-11-01,3,NA
"Finance",2022-12-01,7,NA
"Finance",2023-01-01,3,NA
"Finance",2023-02-01,2,NA
"Finance",2023-03-01,4,NA
"Finance",2023-04-01,3,NA
"Finance",2023-05-01,4,NA
"Finance",2023-06-01,2,NA
"Finance",2023-07-01,10,NA
"Finance",2023-08-01,0,NA
"Finance",2023-09-01,4,NA
"Finance",2023-10-01,7,NA
"Finance",2023-11-01,5,NA
"Finance",2023-12-01,9,NA
"Finance",2024-01-01,10,NA
"Finance",2024-02-01,5,NA
"Finance",2024-03-01,5,NA
"Finance",2024-04-01,9,NA
"Finance",2024-05-01,8,NA
"Finance",2024-06-01,5,NA
"Finance",2024-07-01,4,NA
"Finance",2024-08-01,2,NA
"Finance",2024-09-01,6,NA
"Finance",2024-10-01,6,NA
"Finance",2024-11-01,8,NA
"Finance",2024-12-01,6,NA
"Finance",2025-01-01,5,NA
"Finance",2025-02-01,4,NA
"Finance",2025-03-01,3,NA
"Finance",2025-04-01,3,NA
"Finance",2025-05-01,7,NA
"Real estate",2011-01-01,11,NA
"Real estate",2011-02-01,14,NA
"Real estate",2011-03-01,8,NA
"Real estate",2011-04-01,10,NA
"Real estate",2011-05-01,14,NA
"Real estate",2011-06-01,8,NA
"Real estate",2011-07-01,6,NA
"Real estate",2011-08-01,8,NA
"Real estate",2011-09-01,5,NA
"Real estate",2011-10-01,8,NA
"Real estate",2011-11-01,6,NA
"Real estate",2011-12-01,6,NA
"Real estate",2012-01-01,5,NA
"Real estate",2012-02-01,11,NA
"Real estate",2012-03-01,10,NA
"Real estate",2012-04-01,4,NA
"Real estate",2012-05-01,4,NA
"Real estate",2012-06-01,3,NA
"Real estate",2012-07-01,7,NA
"Real estate",2012-08-01,6,NA
"Real estate",2012-09-01,6,NA
"Real estate",2012-10-01,4,NA
"Real estate",2012-11-01,3,NA
"Real estate",2012-12-01,14,NA
"Real estate",2013-01-01,2,NA
"Real estate",2013-02-01,10,NA
"Real estate",2013-03-01,16,NA
"Real estate",2013-04-01,4,NA
"Real estate",2013-05-01,10,NA
"Real estate",2013-06-01,14,NA
"Real estate",2013-07-01,11,NA
"Real estate",2013-08-01,6,NA
"Real estate",2013-09-01,1,NA
"Real estate",2013-10-01,14,NA
"Real estate",2013-11-01,12,NA
"Real estate",2013-12-01,9,NA
"Real estate",2014-01-01,6,NA
"Real estate",2014-02-01,8,NA
"Real estate",2014-03-01,9,NA
"Real estate",2014-04-01,14,NA
"Real estate",2014-05-01,9,NA
"Real estate",2014-06-01,13,NA
"Real estate",2014-07-01,7,NA
"Real estate",2014-08-01,4,NA
"Real estate",2014-09-01,5,NA
"Real estate",2014-10-01,10,NA
"Real estate",2014-11-01,10,NA
"Real estate",2014-12-01,6,NA
"Real estate",2015-01-01,6,NA
"Real estate",2015-02-01,5,NA
"Real estate",2015-03-01,16,NA
"Real estate",2015-04-01,7,NA
"Real estate",2015-05-01,7,NA
"Real estate",2015-06-01,12,NA
"Real estate",2015-07-01,9,NA
"Real estate",2015-08-01,8,NA
"Real estate",2015-09-01,10,NA
"Real estate",2015-10-01,12,NA
"Real estate",2015-11-01,12,NA
"Real estate",2015-12-01,10,NA
"Real estate",2016-01-01,8,NA
"Real estate",2016-02-01,6,NA
"Real estate",2016-03-01,8,NA
"Real estate",2016-04-01,6,NA
"Real estate",2016-05-01,12,NA
"Real estate",2016-06-01,8,NA
"Real estate",2016-07-01,8,NA
"Real estate",2016-08-01,13,NA
"Real estate",2016-09-01,9,NA
"Real estate",2016-10-01,4,NA
"Real estate",2016-11-01,13,NA
"Real estate",2016-12-01,6,NA
"Real estate",2017-01-01,4,NA
"Real estate",2017-02-01,7,NA
"Real estate",2017-03-01,8,NA
"Real estate",2017-04-01,16,NA
"Real estate",2017-05-01,5,NA
"Real estate",2017-06-01,10,NA
"Real estate",2017-07-01,11,NA
"Real estate",2017-08-01,4,NA
"Real estate",2017-09-01,10,NA
"Real estate",2017-10-01,6,NA
"Real estate",2017-11-01,12,NA
"Real estate",2017-12-01,5,NA
"Real estate",2018-01-01,5,NA
"Real estate",2018-02-01,19,NA
"Real estate",2018-03-01,7,NA
"Real estate",2018-04-01,9,NA
"Real estate",2018-05-01,14,NA
"Real estate",2018-06-01,8,NA
"Real estate",2018-07-01,6,NA
"Real estate",2018-08-01,6,NA
"Real estate",2018-09-01,6,NA
"Real estate",2018-10-01,9,NA
"Real estate",2018-11-01,9,NA
"Real estate",2018-12-01,7,NA
"Real estate",2019-01-01,19,NA
"Real estate",2019-02-01,4,NA
"Real estate",2019-03-01,10,NA
"Real estate",2019-04-01,16,NA
"Real estate",2019-05-01,10,NA
"Real estate",2019-06-01,5,NA
"Real estate",2019-07-01,12,NA
"Real estate",2019-08-01,6,NA
"Real estate",2019-09-01,8,NA
"Real estate",2019-10-01,11,NA
"Real estate",2019-11-01,4,NA
"Real estate",2019-12-01,14,NA
"Real estate",2020-01-01,12,NA
"Real estate",2020-02-01,2,NA
"Real estate",2020-03-01,5,NA
"Real estate",2020-04-01,9,NA
"Real estate",2020-05-01,10,NA
"Real estate",2020-06-01,5,NA
"Real estate",2020-07-01,9,NA
"Real estate",2020-08-01,4,NA
"Real estate",2020-09-01,7,NA
"Real estate",2020-10-01,6,NA
"Real estate",2020-11-01,12,NA
"Real estate",2020-12-01,21,NA
"Real estate",2021-01-01,7,NA
"Real estate",2021-02-01,9,NA
"Real estate",2021-03-01,8,NA
"Real estate",2021-04-01,8,NA
"Real estate",2021-05-01,4,NA
"Real estate",2021-06-01,5,NA
"Real estate",2021-07-01,3,NA
"Real estate",2021-08-01,1,NA
"Real estate",2021-09-01,10,NA
"Real estate",2021-10-01,8,NA
"Real estate",2021-11-01,11,NA
"Real estate",2021-12-01,7,NA
"Real estate",2022-01-01,5,NA
"Real estate",2022-02-01,2,NA
"Real estate",2022-03-01,6,NA
"Real estate",2022-04-01,3,NA
"Real estate",2022-05-01,9,NA
"Real estate",2022-06-01,11,NA
"Real estate",2022-07-01,8,NA
"Real estate",2022-08-01,12,NA
"Real estate",2022-09-01,10,NA
"Real estate",2022-10-01,8,NA
"Real estate",2022-11-01,11,NA
"Real estate",2022-12-01,8,NA
"Real estate",2023-01-01,11,NA
"Real estate",2023-02-01,5,NA
"Real estate",2023-03-01,7,NA
"Real estate",2023-04-01,9,NA
"Real estate",2023-05-01,6,NA
"Real estate",2023-06-01,10,NA
"Real estate",2023-07-01,12,NA
"Real estate",2023-08-01,4,NA
"Real estate",2023-09-01,11,NA
"Real estate",2023-10-01,5,NA
"Real estate",2023-11-01,13,NA
"Real estate",2023-12-01,17,NA
"Real estate",2024-01-01,18,NA
"Real estate",2024-02-01,23,NA
"Real estate",2024-03-01,17,NA
"Real estate",2024-04-01,9,NA
"Real estate",2024-05-01,15,NA
"Real estate",2024-06-01,11,NA
"Real estate",2024-07-01,12,NA
"Real estate",2024-08-01,11,NA
"Real estate",2024-09-01,14,NA
"Real estate",2024-10-01,13,NA
"Real estate",2024-11-01,12,NA
"Real estate",2024-12-01,10,NA
"Real estate",2025-01-01,8,NA
"Real estate",2025-02-01,16,NA
"Real estate",2025-03-01,12,NA
"Real estate",2025-04-01,10,NA
"Real estate",2025-05-01,10,NA
"Professional services",2011-01-01,9,NA
"Professional services",2011-02-01,21,NA
"Professional services",2011-03-01,19,NA
"Professional services",2011-04-01,16,NA
"Professional services",2011-05-01,10,NA
"Professional services",2011-06-01,21,NA
"Professional services",2011-07-01,10,NA
"Professional services",2011-08-01,12,NA
"Professional services",2011-09-01,16,NA
"Professional services",2011-10-01,22,NA
"Professional services",2011-11-01,24,NA
"Professional services",2011-12-01,18,NA
"Professional services",2012-01-01,18,NA
"Professional services",2012-02-01,21,NA
"Professional services",2012-03-01,21,NA
"Professional services",2012-04-01,10,NA
"Professional services",2012-05-01,18,NA
"Professional services",2012-06-01,15,NA
"Professional services",2012-07-01,14,NA
"Professional services",2012-08-01,12,NA
"Professional services",2012-09-01,16,NA
"Professional services",2012-10-01,12,NA
"Professional services",2012-11-01,21,NA
"Professional services",2012-12-01,19,NA
"Professional services",2013-01-01,13,NA
"Professional services",2013-02-01,20,NA
"Professional services",2013-03-01,29,NA
"Professional services",2013-04-01,27,NA
"Professional services",2013-05-01,20,NA
"Professional services",2013-06-01,10,NA
"Professional services",2013-07-01,16,NA
"Professional services",2013-08-01,10,NA
"Professional services",2013-09-01,20,NA
"Professional services",2013-10-01,23,NA
"Professional services",2013-11-01,14,NA
"Professional services",2013-12-01,17,NA
"Professional services",2014-01-01,9,NA
"Professional services",2014-02-01,23,NA
"Professional services",2014-03-01,22,NA
"Professional services",2014-04-01,27,NA
"Professional services",2014-05-01,22,NA
"Professional services",2014-06-01,14,NA
"Professional services",2014-07-01,15,NA
"Professional services",2014-08-01,17,NA
"Professional services",2014-09-01,19,NA
"Professional services",2014-10-01,25,NA
"Professional services",2014-11-01,24,NA
"Professional services",2014-12-01,25,NA
"Professional services",2015-01-01,20,NA
"Professional services",2015-02-01,17,NA
"Professional services",2015-03-01,14,NA
"Professional services",2015-04-01,24,NA
"Professional services",2015-05-01,23,NA
"Professional services",2015-06-01,20,NA
"Professional services",2015-07-01,20,NA
"Professional services",2015-08-01,17,NA
"Professional services",2015-09-01,14,NA
"Professional services",2015-10-01,19,NA
"Professional services",2015-11-01,21,NA
"Professional services",2015-12-01,15,NA
"Professional services",2016-01-01,17,NA
"Professional services",2016-02-01,13,NA
"Professional services",2016-03-01,27,NA
"Professional services",2016-04-01,26,NA
"Professional services",2016-05-01,16,NA
"Professional services",2016-06-01,26,NA
"Professional services",2016-07-01,13,NA
"Professional services",2016-08-01,12,NA
"Professional services",2016-09-01,16,NA
"Professional services",2016-10-01,14,NA
"Professional services",2016-11-01,25,NA
"Professional services",2016-12-01,23,NA
"Professional services",2017-01-01,13,NA
"Professional services",2017-02-01,16,NA
"Professional services",2017-03-01,21,NA
"Professional services",2017-04-01,12,NA
"Professional services",2017-05-01,23,NA
"Professional services",2017-06-01,17,NA
"Professional services",2017-07-01,19,NA
"Professional services",2017-08-01,12,NA
"Professional services",2017-09-01,17,NA
"Professional services",2017-10-01,18,NA
"Professional services",2017-11-01,16,NA
"Professional services",2017-12-01,15,NA
"Professional services",2018-01-01,13,NA
"Professional services",2018-02-01,21,NA
"Professional services",2018-03-01,14,NA
"Professional services",2018-04-01,20,NA
"Professional services",2018-05-01,16,NA
"Professional services",2018-06-01,15,NA
"Professional services",2018-07-01,18,NA
"Professional services",2018-08-01,10,NA
"Professional services",2018-09-01,9,NA
"Professional services",2018-10-01,19,NA
"Professional services",2018-11-01,22,NA
"Professional services",2018-12-01,13,NA
"Professional services",2019-01-01,14,NA
"Professional services",2019-02-01,21,NA
"Professional services",2019-03-01,19,NA
"Professional services",2019-04-01,25,NA
"Professional services",2019-05-01,17,NA
"Professional services",2019-06-01,24,NA
"Professional services",2019-07-01,30,NA
"Professional services",2019-08-01,11,NA
"Professional services",2019-09-01,21,NA
"Professional services",2019-10-01,16,NA
"Professional services",2019-11-01,14,NA
"Professional services",2019-12-01,12,NA
"Professional services",2020-01-01,12,NA
"Professional services",2020-02-01,16,NA
"Professional services",2020-03-01,12,NA
"Professional services",2020-04-01,8,NA
"Professional services",2020-05-01,7,NA
"Professional services",2020-06-01,5,NA
"Professional services",2020-07-01,10,NA
"Professional services",2020-08-01,13,NA
"Professional services",2020-09-01,8,NA
"Professional services",2020-10-01,15,NA
"Professional services",2020-11-01,20,NA
"Professional services",2020-12-01,16,NA
"Professional services",2021-01-01,12,NA
"Professional services",2021-02-01,5,NA
"Professional services",2021-03-01,12,NA
"Professional services",2021-04-01,12,NA
"Professional services",2021-05-01,14,NA
"Professional services",2021-06-01,14,NA
"Professional services",2021-07-01,11,NA
"Professional services",2021-08-01,9,NA
"Professional services",2021-09-01,7,NA
"Professional services",2021-10-01,21,NA
"Professional services",2021-11-01,17,NA
"Professional services",2021-12-01,16,NA
"Professional services",2022-01-01,11,NA
"Professional services",2022-02-01,11,NA
"Professional services",2022-03-01,20,NA
"Professional services",2022-04-01,15,NA
"Professional services",2022-05-01,13,NA
"Professional services",2022-06-01,19,NA
"Professional services",2022-07-01,13,NA
"Professional services",2022-08-01,9,NA
"Professional services",2022-09-01,20,NA
"Professional services",2022-10-01,19,NA
"Professional services",2022-11-01,18,NA
"Professional services",2022-12-01,9,NA
"Professional services",2023-01-01,14,NA
"Professional services",2023-02-01,22,NA
"Professional services",2023-03-01,18,NA
"Professional services",2023-04-01,32,NA
"Professional services",2023-05-01,17,NA
"Professional services",2023-06-01,22,NA
"Professional services",2023-07-01,18,NA
"Professional services",2023-08-01,28,NA
"Professional services",2023-09-01,25,NA
"Professional services",2023-10-01,23,NA
"Professional services",2023-11-01,21,NA
"Professional services",2023-12-01,34,NA
"Professional services",2024-01-01,57,NA
"Professional services",2024-02-01,44,NA
"Professional services",2024-03-01,30,NA
"Professional services",2024-04-01,34,NA
"Professional services",2024-05-01,30,NA
"Professional services",2024-06-01,34,NA
"Professional services",2024-07-01,30,NA
"Professional services",2024-08-01,17,NA
"Professional services",2024-09-01,18,NA
"Professional services",2024-10-01,27,NA
"Professional services",2024-11-01,30,NA
"Professional services",2024-12-01,23,NA
"Professional services",2025-01-01,34,NA
"Professional services",2025-02-01,27,NA
"Professional services",2025-03-01,27,NA
"Professional services",2025-04-01,24,NA
"Professional services",2025-05-01,31,NA
"Management of companies",2011-01-01,1,NA
"Management of companies",2011-02-01,1,NA
"Management of companies",2011-03-01,5,NA
"Management of companies",2011-04-01,5,NA
"Management of companies",2011-05-01,8,NA
"Management of companies",2011-06-01,2,NA
"Management of companies",2011-07-01,1,NA
"Management of companies",2011-08-01,5,NA
"Management of companies",2011-09-01,3,NA
"Management of companies",2011-10-01,4,NA
"Management of companies",2011-11-01,3,NA
"Management of companies",2011-12-01,5,NA
"Management of companies",2012-01-01,3,NA
"Management of companies",2012-02-01,5,NA
"Management of companies",2012-03-01,4,NA
"Management of companies",2012-04-01,3,NA
"Management of companies",2012-05-01,5,NA
"Management of companies",2012-06-01,5,NA
"Management of companies",2012-07-01,5,NA
"Management of companies",2012-08-01,3,NA
"Management of companies",2012-09-01,7,NA
"Management of companies",2012-10-01,6,NA
"Management of companies",2012-11-01,2,NA
"Management of companies",2012-12-01,3,NA
"Management of companies",2013-01-01,1,NA
"Management of companies",2013-02-01,3,NA
"Management of companies",2013-03-01,6,NA
"Management of companies",2013-04-01,4,NA
"Management of companies",2013-05-01,3,NA
"Management of companies",2013-06-01,6,NA
"Management of companies",2013-07-01,4,NA
"Management of companies",2013-08-01,8,NA
"Management of companies",2013-09-01,4,NA
"Management of companies",2013-10-01,2,NA
"Management of companies",2013-11-01,3,NA
"Management of companies",2013-12-01,2,NA
"Management of companies",2014-01-01,5,NA
"Management of companies",2014-02-01,2,NA
"Management of companies",2014-03-01,2,NA
"Management of companies",2014-04-01,5,NA
"Management of companies",2014-05-01,5,NA
"Management of companies",2014-06-01,4,NA
"Management of companies",2014-07-01,5,NA
"Management of companies",2014-08-01,4,NA
"Management of companies",2014-09-01,3,NA
"Management of companies",2014-10-01,2,NA
"Management of companies",2014-11-01,5,NA
"Management of companies",2014-12-01,5,NA
"Management of companies",2015-01-01,3,NA
"Management of companies",2015-02-01,1,NA
"Management of companies",2015-03-01,7,NA
"Management of companies",2015-04-01,2,NA
"Management of companies",2015-05-01,2,NA
"Management of companies",2015-06-01,5,NA
"Management of companies",2015-07-01,3,NA
"Management of companies",2015-08-01,1,NA
"Management of companies",2015-09-01,5,NA
"Management of companies",2015-10-01,2,NA
"Management of companies",2015-11-01,5,NA
"Management of companies",2015-12-01,4,NA
"Management of companies",2016-01-01,7,NA
"Management of companies",2016-02-01,6,NA
"Management of companies",2016-03-01,5,NA
"Management of companies",2016-04-01,3,NA
"Management of companies",2016-05-01,4,NA
"Management of companies",2016-06-01,5,NA
"Management of companies",2016-07-01,1,NA
"Management of companies",2016-08-01,3,NA
"Management of companies",2016-09-01,4,NA
"Management of companies",2016-10-01,6,NA
"Management of companies",2016-11-01,3,NA
"Management of companies",2016-12-01,8,NA
"Management of companies",2017-01-01,4,NA
"Management of companies",2017-02-01,7,NA
"Management of companies",2017-03-01,4,NA
"Management of companies",2017-04-01,4,NA
"Management of companies",2017-05-01,5,NA
"Management of companies",2017-06-01,7,NA
"Management of companies",2017-07-01,4,NA
"Management of companies",2017-08-01,1,NA
"Management of companies",2017-09-01,7,NA
"Management of companies",2017-10-01,4,NA
"Management of companies",2017-11-01,12,NA
"Management of companies",2017-12-01,5,NA
"Management of companies",2018-01-01,5,NA
"Management of companies",2018-02-01,6,NA
"Management of companies",2018-03-01,5,NA
"Management of companies",2018-04-01,3,NA
"Management of companies",2018-05-01,4,NA
"Management of companies",2018-06-01,6,NA
"Management of companies",2018-07-01,7,NA
"Management of companies",2018-08-01,5,NA
"Management of companies",2018-09-01,4,NA
"Management of companies",2018-10-01,7,NA
"Management of companies",2018-11-01,8,NA
"Management of companies",2018-12-01,6,NA
"Management of companies",2019-01-01,6,NA
"Management of companies",2019-02-01,4,NA
"Management of companies",2019-03-01,7,NA
"Management of companies",2019-04-01,9,NA
"Management of companies",2019-05-01,5,NA
"Management of companies",2019-06-01,4,NA
"Management of companies",2019-07-01,8,NA
