"dataPoints.date","dataPoints.nSeriesData","description","Haver_code"
"2011-08-01",19,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2011-09-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2011-10-01",15,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2011-11-01",18,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2011-12-01",14,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2012-01-01",18,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2012-02-01",15,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2012-03-01",21,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2012-04-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2012-05-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2012-06-01",18,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2012-07-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2012-08-01",14,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2012-09-01",13,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2012-10-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2012-11-01",18,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2012-12-01",15,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2013-01-01",13,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2013-02-01",18,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2013-03-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2013-04-01",15,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2013-05-01",14,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2013-06-01",5,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2013-07-01",16,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2013-08-01",18,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2013-09-01",7,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2013-10-01",19,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2013-11-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2013-12-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2014-01-01",16,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2014-02-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2014-03-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2014-04-01",18,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2014-05-01",18,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2014-06-01",7,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2014-07-01",19,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2014-08-01",13,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2014-09-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2014-10-01",11,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2014-11-01",9,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2014-12-01",20,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2015-01-01",13,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2015-02-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2015-03-01",20,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2015-04-01",16,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2015-05-01",14,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2015-06-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2015-07-01",15,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2015-08-01",9,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2015-09-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2015-10-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2015-11-01",13,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2015-12-01",14,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2016-01-01",7,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2016-02-01",7,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2016-03-01",17,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2016-04-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2016-05-01",13,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2016-06-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2016-07-01",13,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2016-08-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2016-09-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2016-10-01",15,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2016-11-01",13,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2016-12-01",11,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2017-01-01",9,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2017-02-01",9,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2017-03-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2017-04-01",9,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2017-05-01",13,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2017-06-01",14,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2017-07-01",9,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2017-08-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2017-09-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2017-10-01",6,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2017-11-01",11,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2017-12-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2018-01-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2018-02-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2018-03-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2018-04-01",13,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2018-05-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2018-06-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2018-07-01",11,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2018-08-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2018-09-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2018-10-01",6,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2018-11-01",13,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2018-12-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2019-01-01",6,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2019-02-01",16,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2019-03-01",16,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2019-04-01",11,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2019-05-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2019-06-01",15,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2019-07-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2019-08-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2019-09-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2019-10-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2019-11-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2019-12-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2020-01-01",11,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2020-02-01",11,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2020-03-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2020-04-01",5,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2020-05-01",5,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2020-06-01",14,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2020-07-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2020-08-01",7,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2020-09-01",14,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2020-10-01",5,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2020-11-01",14,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2020-12-01",6,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2021-01-01",7,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2021-02-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2021-03-01",4,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2021-04-01",6,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2021-05-01",3,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2021-06-01",6,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2021-07-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2021-08-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2021-09-01",2,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2021-10-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2021-11-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2021-12-01",11,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2022-01-01",5,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2022-02-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2022-03-01",13,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2022-04-01",9,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2022-05-01",7,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2022-06-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2022-07-01",6,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2022-08-01",9,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2022-09-01",7,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2022-10-01",13,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2022-11-01",15,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2022-12-01",16,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2023-01-01",10,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2023-02-01",14,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2023-03-01",17,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2023-04-01",12,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2023-05-01",15,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2023-06-01",11,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2023-07-01",14,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2023-08-01",8,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2023-09-01",22,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2023-10-01",16,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2023-11-01",27,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2023-12-01",21,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2024-01-01",33,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2024-02-01",21,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2024-03-01",16,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2024-04-01",25,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2024-05-01",22,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2024-06-01",23,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2024-07-01",21,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2024-08-01",23,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2024-09-01",15,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2024-10-01",7,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2024-11-01",24,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2024-12-01",17,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2025-01-01",16,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2025-02-01",14,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2025-03-01",16,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2025-04-01",22,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2025-05-01",14,"Canada: Bankruptcies: Wholesale Trade [V25654048] (Number)","V25B4048@CANADA"
"2004-01-01",96,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2004-02-01",111,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2004-03-01",124,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2004-04-01",112,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2004-05-01",88,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2004-06-01",91,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2004-07-01",99,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2004-08-01",97,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2004-09-01",87,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2004-10-01",86,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2004-11-01",107,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2004-12-01",103,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2005-01-01",88,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2005-02-01",112,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2005-03-01",119,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2005-04-01",103,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2005-05-01",110,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2005-06-01",98,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2005-07-01",76,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2005-08-01",69,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2005-09-01",76,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2005-10-01",85,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2005-11-01",68,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2005-12-01",92,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2006-01-01",115,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2006-02-01",87,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2006-03-01",100,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2006-04-01",64,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2006-05-01",80,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2006-06-01",90,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2006-07-01",60,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2006-08-01",78,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2006-09-01",72,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2006-10-01",84,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2006-11-01",80,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2006-12-01",77,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2007-01-01",86,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2007-02-01",81,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2007-03-01",92,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2007-04-01",65,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2007-05-01",63,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2007-06-01",74,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2007-07-01",65,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2007-08-01",73,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2007-09-01",63,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2007-10-01",72,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2007-11-01",77,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2007-12-01",90,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2008-01-01",75,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2008-02-01",84,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2008-03-01",79,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2008-04-01",78,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2008-05-01",84,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2008-06-01",47,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2008-07-01",70,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2008-08-01",55,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2008-09-01",61,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2008-10-01",68,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2008-11-01",71,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2008-12-01",65,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2009-01-01",66,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2009-02-01",86,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2009-03-01",70,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2009-04-01",62,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2009-05-01",72,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2009-06-01",73,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2009-07-01",53,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2009-08-01",45,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2009-09-01",76,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2009-10-01",63,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2009-11-01",67,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2009-12-01",50,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2010-01-01",60,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2010-02-01",51,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2010-03-01",56,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2010-04-01",66,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2010-05-01",46,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2010-06-01",45,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2010-07-01",42,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2010-08-01",39,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2010-09-01",50,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2010-10-01",54,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2010-11-01",36,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2010-12-01",59,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2011-01-01",49,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2011-02-01",40,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2011-03-01",66,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2011-04-01",47,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2011-05-01",34,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2011-06-01",27,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2011-07-01",32,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2011-08-01",45,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2011-09-01",46,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2011-10-01",46,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2011-11-01",37,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
"2011-12-01",36,"Canada: Bankruptcies: Retail Trade [V25654049] (Number)","V25B4049@CANADA"
