"Date","description","Value","Macrobond_Code"
2024-09-27,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",8.16,"cabust0268"
2024-09-28,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",11.29,"cabust0268"
2024-09-29,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",14.95,"cabust0268"
2024-09-30,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",19.14,"cabust0268"
2024-10-01,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-6.31,"cabust0268"
2024-10-02,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",7.07,"cabust0268"
2024-10-03,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",5.87,"cabust0268"
2024-10-04,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",7.25,"cabust0268"
2024-10-05,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",9.41,"cabust0268"
2024-10-06,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-12.93,"cabust0268"
2024-10-07,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-27.87,"cabust0268"
2024-10-08,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",52.66,"cabust0268"
2024-10-09,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",33.79,"cabust0268"
2024-10-10,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",24.46,"cabust0268"
2024-10-11,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",16.38,"cabust0268"
2024-10-12,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",15.84,"cabust0268"
2024-10-13,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",47.91,"cabust0268"
2024-10-14,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",87.02,"cabust0268"
2024-10-15,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",2.37,"cabust0268"
2024-10-16,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",5.45,"cabust0268"
2024-10-17,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",1.8,"cabust0268"
2024-10-18,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-5.41,"cabust0268"
2024-10-19,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-11.21,"cabust0268"
2024-10-20,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-10.44,"cabust0268"
2024-10-21,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-6.67,"cabust0268"
2024-10-22,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",9.44,"cabust0268"
2024-10-23,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",17.47,"cabust0268"
2024-10-24,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",26.66,"cabust0268"
2024-10-25,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",19.51,"cabust0268"
2024-10-26,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",17.17,"cabust0268"
2024-10-27,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",10.18,"cabust0268"
2024-10-28,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",25.64,"cabust0268"
2024-10-29,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",55.97,"cabust0268"
2024-10-30,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",36.41,"cabust0268"
2024-10-31,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-10.44,"cabust0268"
2024-11-01,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",3.39,"cabust0268"
2024-11-02,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",9.69,"cabust0268"
2024-11-03,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",8.41,"cabust0268"
2024-11-04,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",12.51,"cabust0268"
2024-11-05,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",11.68,"cabust0268"
2024-11-06,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",17.58,"cabust0268"
2024-11-07,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",25.53,"cabust0268"
2024-11-08,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",14.44,"cabust0268"
2024-11-09,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",15.14,"cabust0268"
2024-11-10,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",20.83,"cabust0268"
2024-11-11,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",25.43,"cabust0268"
2024-11-12,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",12.89,"cabust0268"
2024-11-13,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",10.75,"cabust0268"
2024-11-14,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",22.45,"cabust0268"
2024-11-15,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",14.18,"cabust0268"
2024-11-16,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",15.59,"cabust0268"
2024-11-17,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",25.06,"cabust0268"
2024-11-18,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",12.29,"cabust0268"
2024-11-19,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",20.74,"cabust0268"
2024-11-20,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",19.15,"cabust0268"
2024-11-21,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-3.18,"cabust0268"
2024-11-22,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",15.01,"cabust0268"
2024-11-23,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",11.38,"cabust0268"
2024-11-24,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",7.8,"cabust0268"
2024-11-25,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",24.78,"cabust0268"
2024-11-26,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",22.52,"cabust0268"
2024-11-27,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",29.99,"cabust0268"
2024-11-28,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",37.88,"cabust0268"
2024-11-29,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",26.18,"cabust0268"
2024-11-30,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",20.86,"cabust0268"
2024-12-01,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",16.37,"cabust0268"
2024-12-02,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",19.26,"cabust0268"
2024-12-03,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",10.95,"cabust0268"
2024-12-04,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",15.44,"cabust0268"
2024-12-05,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",30.14,"cabust0268"
2024-12-06,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",39.96,"cabust0268"
2024-12-07,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",50.55,"cabust0268"
2024-12-08,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",42.04,"cabust0268"
2024-12-09,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",26.14,"cabust0268"
2024-12-10,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",14.48,"cabust0268"
2024-12-11,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",19.2,"cabust0268"
2024-12-12,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",13.5,"cabust0268"
2024-12-13,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",16.34,"cabust0268"
2024-12-14,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",9.54,"cabust0268"
2024-12-15,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",13.23,"cabust0268"
2024-12-16,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",8.59,"cabust0268"
2024-12-17,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",6.64,"cabust0268"
2024-12-18,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",10.23,"cabust0268"
2024-12-19,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",7.14,"cabust0268"
2024-12-20,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",12.01,"cabust0268"
2024-12-21,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",16.89,"cabust0268"
2024-12-22,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",22.01,"cabust0268"
2024-12-23,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",112.37,"cabust0268"
2024-12-24,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",39.71,"cabust0268"
2024-12-25,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-35.08,"cabust0268"
2024-12-26,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-10.06,"cabust0268"
2024-12-27,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",9.88,"cabust0268"
2024-12-28,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",16.21,"cabust0268"
2024-12-29,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-36.73,"cabust0268"
2024-12-30,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",40.21,"cabust0268"
2024-12-31,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",327.3,"cabust0268"
2025-01-01,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",76.87,"cabust0268"
2025-01-02,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",27.86,"cabust0268"
2025-01-03,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",18.9,"cabust0268"
2025-01-04,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",9.51,"cabust0268"
2025-01-05,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",19.03,"cabust0268"
2025-01-06,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",37.32,"cabust0268"
2025-01-07,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",15.32,"cabust0268"
2025-01-08,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",25.63,"cabust0268"
2025-01-09,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",51.11,"cabust0268"
2025-01-10,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",38.05,"cabust0268"
2025-01-11,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",20.47,"cabust0268"
2025-01-12,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",13.41,"cabust0268"
2025-01-13,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",14.37,"cabust0268"
2025-01-14,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",24.58,"cabust0268"
2025-01-15,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",189.16,"cabust0268"
2025-01-16,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",75.54,"cabust0268"
2025-01-17,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",26.85,"cabust0268"
2025-01-18,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",13.15,"cabust0268"
2025-01-19,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",14.05,"cabust0268"
2025-01-20,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",19.22,"cabust0268"
2025-01-21,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",12.91,"cabust0268"
2025-01-22,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",16,"cabust0268"
2025-01-23,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",15.05,"cabust0268"
2025-01-24,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",16.39,"cabust0268"
2025-01-25,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",17.78,"cabust0268"
2025-01-26,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",14.42,"cabust0268"
2025-01-27,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",27.06,"cabust0268"
2025-01-28,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",32.07,"cabust0268"
2025-01-29,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",28.36,"cabust0268"
2025-01-30,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",19.41,"cabust0268"
2025-01-31,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",15.93,"cabust0268"
2025-02-01,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",6.01,"cabust0268"
2025-02-02,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-22.95,"cabust0268"
2025-02-03,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",5.75,"cabust0268"
2025-02-04,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",11.32,"cabust0268"
2025-02-05,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",24.36,"cabust0268"
2025-02-06,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",24.84,"cabust0268"
2025-02-07,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",29.03,"cabust0268"
2025-02-08,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",30.39,"cabust0268"
2025-02-09,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",34.27,"cabust0268"
2025-02-10,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",0.89,"cabust0268"
2025-02-11,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-18.99,"cabust0268"
2025-02-12,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",-65.33,"cabust0268"
2025-02-13,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",31.2,"cabust0268"
2025-02-14,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",131.95,"cabust0268"
2025-02-15,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",29.93,"cabust0268"
2025-02-16,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",19.49,"cabust0268"
2025-02-17,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",21.53,"cabust0268"
2025-02-18,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",22.87,"cabust0268"
2025-02-19,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",7.7,"cabust0268"
2025-02-20,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",26.53,"cabust0268"
2025-02-21,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",15.24,"cabust0268"
2025-02-22,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",16.68,"cabust0268"
2025-02-23,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",22.88,"cabust0268"
2025-02-24,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",24.76,"cabust0268"
2025-02-25,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",30.68,"cabust0268"
2025-02-26,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",33.68,"cabust0268"
2025-02-27,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",33.26,"cabust0268"
2025-02-28,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",33.79,"cabust0268"
2025-03-01,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",23.63,"cabust0268"
2025-03-02,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",21.77,"cabust0268"
2025-03-03,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",31.01,"cabust0268"
2025-03-04,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",18.77,"cabust0268"
2025-03-05,"Canada, British Columbia, Business Impacts of COVID-19, Covid-19 Impact on Restaurants, Seated Diners from Online, Phone & Walk-In Reservations, by Day",29.81,"cabust0268"
