REF_DATE,GEO,Wages,Type_of_work,National_Occupational_Classification__NOC_,Age_group,Homme,Femme,Ratio
2010,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,37.45,32.1,0.8571428571428571
2010,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,19.88,20.1,1.011066398390342
2010,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2010,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,23.51,21.1,0.8974904296044236
2010,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,33.24,26.27,0.7903128760529482
2010,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2010,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,36.71,33.72,0.9185508035957505
2010,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,27.58,17.82,0.6461203770848442
2010,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,31.07,21.53,0.6929514000643708
2010,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,22.78,20.19,0.8863037752414399
2010,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,34.37,26.48,0.7704393366307827
2010,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2010,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,37.48,31.63,0.8439167556029883
2010,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,28.22,17.68,0.6265060240963856
2010,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,30.49,27.24,0.8934076746474254
2010,Québec,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,25.53,22.58,0.8844496670583626
2010,Québec,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,38.07,31.54,0.8284738639348568
2010,Québec,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,58.28,43.93,0.7537748798901853
2010,Québec,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,42.66,36.59,0.8577121425222692
2010,Québec,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,31.45,21.69,0.6896661367249604
2010,Québec,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,34.38,31.92,0.9284467713787086
2010,Ontario,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,28.2,24.63,0.8734042553191489
2010,Ontario,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,41.87,34.33,0.819918796274182
2010,Ontario,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,58.86,55.16,0.9371389738362215
2010,Ontario,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,45.33,37.08,0.8180013236267373
2010,Ontario,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,31.89,24.59,0.7710881153966761
2010,Ontario,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,40.6,36.85,0.9076354679802956
2010,Manitoba,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,24.43,22.1,0.9046254604993861
2010,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,33.43,30.56,0.9141489679928207
2010,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2010,Manitoba,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,38.11,34.46,0.904224612962477
2010,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,26.06,20.86,0.8004604758250192
2010,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,32.23,32.91,1.0210983555693454
2010,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,27.28,23.31,0.8544721407624633
2010,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,38.77,33.32,0.8594273923136445
2010,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2010,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,42.12,38.17,0.9062203228869896
2010,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,27.79,20.58,0.7405541561712846
2010,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2010,Alberta,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,31.05,24.85,0.8003220611916264
2010,Alberta,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,43.88,33.68,0.7675478577939835
2010,Alberta,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,70.9,49.28,0.6950634696755994
2010,Alberta,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,45.59,38.03,0.8341741610002193
2010,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,33.82,24.6,0.7273802483737434
2010,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,45.76,31.67,0.6920891608391609
2010,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,27.7,23.15,0.8357400722021661
2010,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,38.77,32.18,0.8300232138251225
2010,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,64.75,55.81,0.8619305019305019
2010,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,42.88,37.89,0.8836287313432836
2010,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,31.11,21.83,0.7017036322725811
2010,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,37.14,30.39,0.8182552504038773
2011,Canada,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,27.83,24.23,0.8706431908012936
2011,Canada,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,41.01,33.8,0.8241892221409413
2011,Canada,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,62.99,49.86,0.7915542149547546
2011,Canada,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,44.58,37.89,0.8499327052489907
2011,Canada,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,31.9,24.78,0.7768025078369907
2011,Canada,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,40.17,33.44,0.8324620363455314
2011,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,26.21,22.58,0.8615032430370086
2011,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,35.98,30.29,0.8418565869927738
2011,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2011,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,42.44,36.21,0.8532045240339303
2011,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,23.75,20.57,0.8661052631578947
2011,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2011,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,21.7,21.28,0.9806451612903226
2011,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,30.2,26.03,0.8619205298013246
2011,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2011,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,36.55,33.64,0.9203830369357046
2011,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,21.21,17.28,0.8147100424328148
2011,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2011,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,23.71,21.22,0.8949810206663854
2011,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,35.34,27.14,0.7679683078664402
2011,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2011,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,40.45,32.44,0.8019777503090234
2011,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,26.76,19.81,0.7402840059790732
2011,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,33.69,22.38,0.6642920747996438
2011,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,23,20.7,0.9
2011,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,34.87,26.97,0.7734442213937482
2011,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2011,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,40.3,31.03,0.7699751861042184
2011,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,25.36,18.21,0.7180599369085174
2011,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2011,Québec,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,25.7,22.91,0.8914396887159534
2011,Québec,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,40.87,33.58,0.821629557132371
2011,Québec,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,64.7,38.55,0.5958268933539412
2011,Québec,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,42.99,38.76,0.9016050244242846
2011,Québec,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,30.55,24.22,0.792798690671031
2011,Québec,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,39.8,33.19,0.8339195979899497
2011,Ontario,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,28.77,25.51,0.8866875217240181
2011,Ontario,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,42.7,35.39,0.8288056206088993
2011,Ontario,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,66.02,59.63,0.9032111481369283
2011,Ontario,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,46.23,38.49,0.8325762491888385
2011,Ontario,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,33.7,26.52,0.7869436201780414
2011,Ontario,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,39.78,32.57,0.818753142282554
2011,Manitoba,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,24.96,22.39,0.8970352564102564
2011,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,34.44,30.84,0.8954703832752614
2011,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2011,Manitoba,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,37.58,36.08,0.9600851516764236
2011,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,30.49,20.84,0.6835027877992785
2011,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,30.99,25.62,0.8267182962245887
2011,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,27.62,23.99,0.8685734974656045
2011,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,38.18,31.48,0.8245154531168151
2011,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2011,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,42.46,36.91,0.869288742345737
2011,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,32.69,20.88,0.6387274395839706
2011,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2011,Alberta,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,31.64,25.44,0.8040455120101138
2011,Alberta,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,44.43,35.14,0.7909070447895566
2011,Alberta,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2011,Alberta,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,47.47,38.94,0.8203075626711607
2011,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,33.51,27.39,0.8173679498657118
2011,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,49.47,40.09,0.8103901354356177
2011,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,27.94,23.77,0.8507516105941302
2011,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,37.49,32.21,0.8591624433182181
2011,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,53.77,41.99,0.7809187279151943
2011,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,43.19,36.78,0.8515860152813152
2011,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,29.64,23.29,0.7857624831309041
2011,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,37.39,35.34,0.9451725060176519
2012,Canada,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,28.54,24.9,0.8724597056762439
2012,Canada,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,41.78,36.36,0.8702728578267113
2012,Canada,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,59.54,58.66,0.9852200201545179
2012,Canada,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,46.16,40.69,0.8814991334488735
2012,Canada,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,32.91,24.54,0.7456700091157703
2012,Canada,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,39.48,34.59,0.8761398176291795
2012,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,28.33,23.89,0.843275679491705
2012,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,37.61,31.22,0.8300983780909332
2012,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2012,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,42.89,37.88,0.8831895546747494
2012,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,26.49,19.45,0.734239335598339
2012,Terre-Neuve-et-Labrador,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2012,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,22.91,22.26,0.9716281099956352
2012,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,30.62,25.83,0.8435662965382102
2012,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2012,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,31.71,33.97,1.0712708924629453
2012,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,22.47,15.99,0.711615487316422
2012,Île-du-Prince-Édouard,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2012,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,24.47,21.92,0.8957907642010626
2012,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,35.64,28.72,0.8058361391694725
2012,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2012,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,40.37,32.58,0.8070349269259351
2012,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,25.88,21.01,0.8118238021638332
2012,Nouvelle-Écosse,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,37.09,31.61,0.8522512806686438
2012,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,23.38,21.13,0.9037639007698888
2012,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,35.46,27.65,0.7797518330513253
2012,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2012,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,40.15,34.18,0.851307596513076
2012,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,28.79,18.71,0.6498784300104203
2012,Nouveau-Brunswick,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,NA,NA,NA
2012,Québec,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,26.26,23.95,0.9120335110434119
2012,Québec,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,40.39,36.08,0.893290418420401
2012,Québec,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,57.4,59.41,1.0350174216027874
2012,Québec,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,45.75,39.44,0.8620765027322403
2012,Québec,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,32.04,26.08,0.8139825218476904
2012,Québec,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,36.18,34.78,0.9613045881702599
2012,Ontario,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,29.07,25.89,0.890608875128999
2012,Ontario,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,42.54,38.42,0.9031499764927128
2012,Ontario,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,60.96,62.96,1.0328083989501313
2012,Ontario,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,47.22,43.36,0.9182549767047861
2012,Ontario,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,33.26,25.28,0.7600721587492484
2012,Ontario,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,36.71,30.85,0.8403704712612368
2012,Manitoba,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,25.61,22.69,0.8859820382663023
2012,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,38.64,32.53,0.8418737060041408
2012,Manitoba,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2012,Manitoba,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,43.57,35.31,0.8104200137709433
2012,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,32.37,27.12,0.8378127896200186
2012,Manitoba,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,35.48,27.41,0.7725479143179257
2012,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,29.04,24.93,0.8584710743801653
2012,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,41.3,34.43,0.8336561743341405
2012,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2012,Saskatchewan,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,44.2,39.16,0.8859728506787329
2012,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,33.66,22.14,0.6577540106951872
2012,Saskatchewan,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,39.72,26.96,0.6787512588116819
2012,Alberta,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,33.22,26.81,0.8070439494280554
2012,Alberta,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,48.03,38.42,0.7999167187174683
2012,Alberta,Salaire horaire moyen,Employées à temps plein,Professions législatives et de haute direction,25 à 54 années,NA,NA,NA
2012,Alberta,Salaire horaire moyen,Employées à temps plein,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,25 à 54 années,51.93,41.03,0.790102060466012
2012,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",25 à 54 années,37.64,23.47,0.6235387885228479
2012,Alberta,Salaire horaire moyen,Employées à temps plein,"Cadres intermédiaires des métiers, des transports, de la production et des services d’utilité publique",25 à 54 années,50.01,50.67,1.0131973605278946
2012,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,"Totales des employées, toutes les professions",25 à 54 années,28.91,23.92,0.8273953649256314
2012,Colombie-britannique,Salaire horaire moyen,Employées à temps plein,Professions en gestion,25 à 54 années,39.45,33.16,0.8405576679340936
