REF_DATE,GEO,Labour_force_characteristics,National_Occupational_Classification__NOC_,Gender,VALUE
2010,Newfoundland and Labrador,Proportion of employment,Specialized middle management occupations,Women,49.2
2010,Newfoundland and Labrador,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,51.8
2010,Newfoundland and Labrador,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,48.2
2010,Newfoundland and Labrador,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,84.2
2010,Newfoundland and Labrador,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,15.8
2010,Prince Edward Island,Proportion of employment,"Total, all occupations",Men,50.9
2010,Prince Edward Island,Proportion of employment,"Total, all occupations",Women,49.1
2010,Prince Edward Island,Proportion of employment,Management occupations,Men,64.5
2010,Prince Edward Island,Proportion of employment,Management occupations,Women,35.5
2010,Prince Edward Island,Proportion of employment,Legislative and senior management occupations,Men,NA
2010,Prince Edward Island,Proportion of employment,Legislative and senior management occupations,Women,NA
2010,Prince Edward Island,Proportion of employment,Specialized middle management occupations,Men,47.4
2010,Prince Edward Island,Proportion of employment,Specialized middle management occupations,Women,52.6
2010,Prince Edward Island,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,52
2010,Prince Edward Island,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,48
2010,Prince Edward Island,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,85.7
2010,Prince Edward Island,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,14.3
2010,Nova Scotia,Proportion of employment,"Total, all occupations",Men,50.6
2010,Nova Scotia,Proportion of employment,"Total, all occupations",Women,49.4
2010,Nova Scotia,Proportion of employment,Management occupations,Men,59.7
2010,Nova Scotia,Proportion of employment,Management occupations,Women,40.3
2010,Nova Scotia,Proportion of employment,Legislative and senior management occupations,Men,NA
2010,Nova Scotia,Proportion of employment,Legislative and senior management occupations,Women,NA
2010,Nova Scotia,Proportion of employment,Specialized middle management occupations,Men,45
2010,Nova Scotia,Proportion of employment,Specialized middle management occupations,Women,55
2010,Nova Scotia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,51.4
2010,Nova Scotia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,48.6
2010,Nova Scotia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,85
2010,Nova Scotia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,15
2010,New Brunswick,Proportion of employment,"Total, all occupations",Men,51.2
2010,New Brunswick,Proportion of employment,"Total, all occupations",Women,48.8
2010,New Brunswick,Proportion of employment,Management occupations,Men,61.8
2010,New Brunswick,Proportion of employment,Management occupations,Women,38.2
2010,New Brunswick,Proportion of employment,Legislative and senior management occupations,Men,NA
2010,New Brunswick,Proportion of employment,Legislative and senior management occupations,Women,NA
2010,New Brunswick,Proportion of employment,Specialized middle management occupations,Men,50.5
2010,New Brunswick,Proportion of employment,Specialized middle management occupations,Women,50.5
2010,New Brunswick,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,51.9
2010,New Brunswick,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,48.1
2010,New Brunswick,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,86.5
2010,New Brunswick,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,12.4
2010,Quebec,Proportion of employment,"Total, all occupations",Men,52.3
2010,Quebec,Proportion of employment,"Total, all occupations",Women,47.7
2010,Quebec,Proportion of employment,Management occupations,Men,65.6
2010,Quebec,Proportion of employment,Management occupations,Women,34.4
2010,Quebec,Proportion of employment,Legislative and senior management occupations,Men,72.1
2010,Quebec,Proportion of employment,Legislative and senior management occupations,Women,27.9
2010,Quebec,Proportion of employment,Specialized middle management occupations,Men,50.3
2010,Quebec,Proportion of employment,Specialized middle management occupations,Women,49.7
2010,Quebec,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,61.7
2010,Quebec,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,38.4
2010,Quebec,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,85.4
2010,Quebec,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,14.6
2010,Ontario,Proportion of employment,"Total, all occupations",Men,51.6
2010,Ontario,Proportion of employment,"Total, all occupations",Women,48.4
2010,Ontario,Proportion of employment,Management occupations,Men,63.1
2010,Ontario,Proportion of employment,Management occupations,Women,36.9
2010,Ontario,Proportion of employment,Legislative and senior management occupations,Men,68.5
2010,Ontario,Proportion of employment,Legislative and senior management occupations,Women,31.5
2010,Ontario,Proportion of employment,Specialized middle management occupations,Men,51.8
2010,Ontario,Proportion of employment,Specialized middle management occupations,Women,48.2
2010,Ontario,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,58.5
2010,Ontario,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,41.6
2010,Ontario,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,83.4
2010,Ontario,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,16.6
2010,Manitoba,Proportion of employment,"Total, all occupations",Men,53.2
2010,Manitoba,Proportion of employment,"Total, all occupations",Women,46.9
2010,Manitoba,Proportion of employment,Management occupations,Men,67.9
2010,Manitoba,Proportion of employment,Management occupations,Women,32.1
2010,Manitoba,Proportion of employment,Legislative and senior management occupations,Men,64.7
2010,Manitoba,Proportion of employment,Legislative and senior management occupations,Women,35.3
2010,Manitoba,Proportion of employment,Specialized middle management occupations,Men,49.3
2010,Manitoba,Proportion of employment,Specialized middle management occupations,Women,50.7
2010,Manitoba,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,56.2
2010,Manitoba,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,43.8
2010,Manitoba,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,85.7
2010,Manitoba,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,14.7
2010,Saskatchewan,Proportion of employment,"Total, all occupations",Men,53.7
2010,Saskatchewan,Proportion of employment,"Total, all occupations",Women,46.3
2010,Saskatchewan,Proportion of employment,Management occupations,Men,69.2
2010,Saskatchewan,Proportion of employment,Management occupations,Women,31
2010,Saskatchewan,Proportion of employment,Legislative and senior management occupations,Men,52.6
2010,Saskatchewan,Proportion of employment,Legislative and senior management occupations,Women,42.1
2010,Saskatchewan,Proportion of employment,Specialized middle management occupations,Men,51.9
2010,Saskatchewan,Proportion of employment,Specialized middle management occupations,Women,48.1
2010,Saskatchewan,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,56
2010,Saskatchewan,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,44
2010,Saskatchewan,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,80.2
2010,Saskatchewan,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,19.8
2010,Alberta,Proportion of employment,"Total, all occupations",Men,54.6
2010,Alberta,Proportion of employment,"Total, all occupations",Women,45.4
2010,Alberta,Proportion of employment,Management occupations,Men,66.2
2010,Alberta,Proportion of employment,Management occupations,Women,33.8
2010,Alberta,Proportion of employment,Legislative and senior management occupations,Men,67.1
2010,Alberta,Proportion of employment,Legislative and senior management occupations,Women,31.8
2010,Alberta,Proportion of employment,Specialized middle management occupations,Men,52.3
2010,Alberta,Proportion of employment,Specialized middle management occupations,Women,48
2010,Alberta,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,56.5
2010,Alberta,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,43.5
2010,Alberta,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,82.5
2010,Alberta,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,17.7
2010,British Columbia,Proportion of employment,"Total, all occupations",Men,52.3
2010,British Columbia,Proportion of employment,"Total, all occupations",Women,47.7
2010,British Columbia,Proportion of employment,Management occupations,Men,65.3
2010,British Columbia,Proportion of employment,Management occupations,Women,34.7
2010,British Columbia,Proportion of employment,Legislative and senior management occupations,Men,64.6
2010,British Columbia,Proportion of employment,Legislative and senior management occupations,Women,35.4
2010,British Columbia,Proportion of employment,Specialized middle management occupations,Men,53.7
2010,British Columbia,Proportion of employment,Specialized middle management occupations,Women,46.3
2010,British Columbia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,59.1
2010,British Columbia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,41
2010,British Columbia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,83.8
2010,British Columbia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,16.2
2011,Canada,Proportion of employment,"Total, all occupations",Men,52.6
2011,Canada,Proportion of employment,"Total, all occupations",Women,47.4
2011,Canada,Proportion of employment,Management occupations,Men,64.5
2011,Canada,Proportion of employment,Management occupations,Women,35.5
2011,Canada,Proportion of employment,Legislative and senior management occupations,Men,72.4
2011,Canada,Proportion of employment,Legislative and senior management occupations,Women,27.8
2011,Canada,Proportion of employment,Specialized middle management occupations,Men,50.5
2011,Canada,Proportion of employment,Specialized middle management occupations,Women,49.5
2011,Canada,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,57.9
2011,Canada,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,42.1
2011,Canada,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,84.5
2011,Canada,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,15.5
2011,Newfoundland and Labrador,Proportion of employment,"Total, all occupations",Men,51.5
2011,Newfoundland and Labrador,Proportion of employment,"Total, all occupations",Women,48.5
2011,Newfoundland and Labrador,Proportion of employment,Management occupations,Men,59.1
2011,Newfoundland and Labrador,Proportion of employment,Management occupations,Women,40.9
2011,Newfoundland and Labrador,Proportion of employment,Legislative and senior management occupations,Men,62.5
2011,Newfoundland and Labrador,Proportion of employment,Legislative and senior management occupations,Women,31.3
2011,Newfoundland and Labrador,Proportion of employment,Specialized middle management occupations,Men,49.1
2011,Newfoundland and Labrador,Proportion of employment,Specialized middle management occupations,Women,50.9
2011,Newfoundland and Labrador,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,48.7
2011,Newfoundland and Labrador,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,51.3
2011,Newfoundland and Labrador,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,86.7
2011,Newfoundland and Labrador,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,13.3
2011,Prince Edward Island,Proportion of employment,"Total, all occupations",Men,50.6
2011,Prince Edward Island,Proportion of employment,"Total, all occupations",Women,49.4
2011,Prince Edward Island,Proportion of employment,Management occupations,Men,61.8
2011,Prince Edward Island,Proportion of employment,Management occupations,Women,38.2
2011,Prince Edward Island,Proportion of employment,Legislative and senior management occupations,Men,NA
2011,Prince Edward Island,Proportion of employment,Legislative and senior management occupations,Women,NA
2011,Prince Edward Island,Proportion of employment,Specialized middle management occupations,Men,42.1
2011,Prince Edward Island,Proportion of employment,Specialized middle management occupations,Women,57.9
2011,Prince Edward Island,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,48.3
2011,Prince Edward Island,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,51.7
2011,Prince Edward Island,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,88.5
2011,Prince Edward Island,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,11.5
2011,Nova Scotia,Proportion of employment,"Total, all occupations",Men,50.5
2011,Nova Scotia,Proportion of employment,"Total, all occupations",Women,49.5
2011,Nova Scotia,Proportion of employment,Management occupations,Men,63.1
2011,Nova Scotia,Proportion of employment,Management occupations,Women,37.1
2011,Nova Scotia,Proportion of employment,Legislative and senior management occupations,Men,72.2
2011,Nova Scotia,Proportion of employment,Legislative and senior management occupations,Women,27.8
2011,Nova Scotia,Proportion of employment,Specialized middle management occupations,Men,53
2011,Nova Scotia,Proportion of employment,Specialized middle management occupations,Women,47
2011,Nova Scotia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,54.2
2011,Nova Scotia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,45.8
2011,Nova Scotia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,85.1
2011,Nova Scotia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,15.8
2011,New Brunswick,Proportion of employment,"Total, all occupations",Men,51.1
2011,New Brunswick,Proportion of employment,"Total, all occupations",Women,48.9
2011,New Brunswick,Proportion of employment,Management occupations,Men,62.1
2011,New Brunswick,Proportion of employment,Management occupations,Women,37.9
2011,New Brunswick,Proportion of employment,Legislative and senior management occupations,Men,NA
2011,New Brunswick,Proportion of employment,Legislative and senior management occupations,Women,NA
2011,New Brunswick,Proportion of employment,Specialized middle management occupations,Men,47.9
2011,New Brunswick,Proportion of employment,Specialized middle management occupations,Women,52.1
2011,New Brunswick,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,53.9
2011,New Brunswick,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,47
2011,New Brunswick,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,88.6
2011,New Brunswick,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,11.4
2011,Quebec,Proportion of employment,"Total, all occupations",Men,52.6
2011,Quebec,Proportion of employment,"Total, all occupations",Women,47.4
2011,Quebec,Proportion of employment,Management occupations,Men,65.5
2011,Quebec,Proportion of employment,Management occupations,Women,34.4
2011,Quebec,Proportion of employment,Legislative and senior management occupations,Men,76
2011,Quebec,Proportion of employment,Legislative and senior management occupations,Women,24
2011,Quebec,Proportion of employment,Specialized middle management occupations,Men,51.5
2011,Quebec,Proportion of employment,Specialized middle management occupations,Women,48.6
2011,Quebec,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,60.1
2011,Quebec,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,39.9
2011,Quebec,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,85.1
2011,Quebec,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,14.9
2011,Ontario,Proportion of employment,"Total, all occupations",Men,52.1
2011,Ontario,Proportion of employment,"Total, all occupations",Women,47.9
2011,Ontario,Proportion of employment,Management occupations,Men,62.5
2011,Ontario,Proportion of employment,Management occupations,Women,37.5
2011,Ontario,Proportion of employment,Legislative and senior management occupations,Men,73
2011,Ontario,Proportion of employment,Legislative and senior management occupations,Women,27
2011,Ontario,Proportion of employment,Specialized middle management occupations,Men,49.1
2011,Ontario,Proportion of employment,Specialized middle management occupations,Women,50.9
2011,Ontario,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,57
2011,Ontario,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,43
2011,Ontario,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,85.6
2011,Ontario,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,14.4
2011,Manitoba,Proportion of employment,"Total, all occupations",Men,53.1
2011,Manitoba,Proportion of employment,"Total, all occupations",Women,46.9
2011,Manitoba,Proportion of employment,Management occupations,Men,66.9
2011,Manitoba,Proportion of employment,Management occupations,Women,33.1
2011,Manitoba,Proportion of employment,Legislative and senior management occupations,Men,75
2011,Manitoba,Proportion of employment,Legislative and senior management occupations,Women,25
2011,Manitoba,Proportion of employment,Specialized middle management occupations,Men,53.3
2011,Manitoba,Proportion of employment,Specialized middle management occupations,Women,46.7
2011,Manitoba,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,54.4
2011,Manitoba,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,45.6
2011,Manitoba,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,85.3
2011,Manitoba,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,15.1
2011,Saskatchewan,Proportion of employment,"Total, all occupations",Men,54.3
2011,Saskatchewan,Proportion of employment,"Total, all occupations",Women,45.7
2011,Saskatchewan,Proportion of employment,Management occupations,Men,71.7
2011,Saskatchewan,Proportion of employment,Management occupations,Women,28.3
2011,Saskatchewan,Proportion of employment,Legislative and senior management occupations,Men,53.3
2011,Saskatchewan,Proportion of employment,Legislative and senior management occupations,Women,46.7
2011,Saskatchewan,Proportion of employment,Specialized middle management occupations,Men,54
2011,Saskatchewan,Proportion of employment,Specialized middle management occupations,Women,46
2011,Saskatchewan,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,59.1
2011,Saskatchewan,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,40.9
2011,Saskatchewan,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,83.3
2011,Saskatchewan,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,16.7
2011,Alberta,Proportion of employment,"Total, all occupations",Men,55
2011,Alberta,Proportion of employment,"Total, all occupations",Women,45
2011,Alberta,Proportion of employment,Management occupations,Men,68
2011,Alberta,Proportion of employment,Management occupations,Women,32
2011,Alberta,Proportion of employment,Legislative and senior management occupations,Men,63.5
2011,Alberta,Proportion of employment,Legislative and senior management occupations,Women,36.5
2011,Alberta,Proportion of employment,Specialized middle management occupations,Men,54.5
2011,Alberta,Proportion of employment,Specialized middle management occupations,Women,45.5
2011,Alberta,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,60.9
2011,Alberta,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,39.1
2011,Alberta,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,81.3
2011,Alberta,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,18.7
2011,British Columbia,Proportion of employment,"Total, all occupations",Men,52.3
2011,British Columbia,Proportion of employment,"Total, all occupations",Women,47.7
2011,British Columbia,Proportion of employment,Management occupations,Men,63.5
2011,British Columbia,Proportion of employment,Management occupations,Women,36.5
2011,British Columbia,Proportion of employment,Legislative and senior management occupations,Men,72.9
2011,British Columbia,Proportion of employment,Legislative and senior management occupations,Women,27.1
2011,British Columbia,Proportion of employment,Specialized middle management occupations,Men,49.7
2011,British Columbia,Proportion of employment,Specialized middle management occupations,Women,50.3
2011,British Columbia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,57.5
2011,British Columbia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,42.7
2011,British Columbia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,84.8
2011,British Columbia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,15.2
2012,Canada,Proportion of employment,"Total, all occupations",Men,52.6
2012,Canada,Proportion of employment,"Total, all occupations",Women,47.4
2012,Canada,Proportion of employment,Management occupations,Men,64.7
2012,Canada,Proportion of employment,Management occupations,Women,35.3
2012,Canada,Proportion of employment,Legislative and senior management occupations,Men,73.3
2012,Canada,Proportion of employment,Legislative and senior management occupations,Women,26.7
2012,Canada,Proportion of employment,Specialized middle management occupations,Men,50.5
2012,Canada,Proportion of employment,Specialized middle management occupations,Women,49.5
2012,Canada,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,59.1
2012,Canada,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,40.9
2012,Canada,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,83.8
2012,Canada,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,16.2
2012,Newfoundland and Labrador,Proportion of employment,"Total, all occupations",Men,51.5
2012,Newfoundland and Labrador,Proportion of employment,"Total, all occupations",Women,48.5
2012,Newfoundland and Labrador,Proportion of employment,Management occupations,Men,61.7
2012,Newfoundland and Labrador,Proportion of employment,Management occupations,Women,38.3
2012,Newfoundland and Labrador,Proportion of employment,Legislative and senior management occupations,Men,NA
2012,Newfoundland and Labrador,Proportion of employment,Legislative and senior management occupations,Women,NA
2012,Newfoundland and Labrador,Proportion of employment,Specialized middle management occupations,Men,60.9
2012,Newfoundland and Labrador,Proportion of employment,Specialized middle management occupations,Women,39.1
2012,Newfoundland and Labrador,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,50
2012,Newfoundland and Labrador,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,50
2012,Newfoundland and Labrador,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,NA
2012,Newfoundland and Labrador,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,NA
2012,Prince Edward Island,Proportion of employment,"Total, all occupations",Men,50.5
2012,Prince Edward Island,Proportion of employment,"Total, all occupations",Women,49.5
2012,Prince Edward Island,Proportion of employment,Management occupations,Men,64.4
2012,Prince Edward Island,Proportion of employment,Management occupations,Women,35.6
2012,Prince Edward Island,Proportion of employment,Legislative and senior management occupations,Men,NA
2012,Prince Edward Island,Proportion of employment,Legislative and senior management occupations,Women,NA
2012,Prince Edward Island,Proportion of employment,Specialized middle management occupations,Men,45
2012,Prince Edward Island,Proportion of employment,Specialized middle management occupations,Women,55
2012,Prince Edward Island,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,50
2012,Prince Edward Island,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,50
2012,Prince Edward Island,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,86.2
2012,Prince Edward Island,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,13.8
2012,Nova Scotia,Proportion of employment,"Total, all occupations",Men,50.5
2012,Nova Scotia,Proportion of employment,"Total, all occupations",Women,49.5
2012,Nova Scotia,Proportion of employment,Management occupations,Men,62.6
2012,Nova Scotia,Proportion of employment,Management occupations,Women,37.4
2012,Nova Scotia,Proportion of employment,Legislative and senior management occupations,Men,NA
2012,Nova Scotia,Proportion of employment,Legislative and senior management occupations,Women,NA
2012,Nova Scotia,Proportion of employment,Specialized middle management occupations,Men,46
2012,Nova Scotia,Proportion of employment,Specialized middle management occupations,Women,54
2012,Nova Scotia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,56
2012,Nova Scotia,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,43.5
2012,Nova Scotia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,88.9
2012,Nova Scotia,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,11.1
2012,New Brunswick,Proportion of employment,"Total, all occupations",Men,51.2
2012,New Brunswick,Proportion of employment,"Total, all occupations",Women,48.8
2012,New Brunswick,Proportion of employment,Management occupations,Men,62.6
2012,New Brunswick,Proportion of employment,Management occupations,Women,37.4
2012,New Brunswick,Proportion of employment,Legislative and senior management occupations,Men,NA
2012,New Brunswick,Proportion of employment,Legislative and senior management occupations,Women,NA
2012,New Brunswick,Proportion of employment,Specialized middle management occupations,Men,42.7
2012,New Brunswick,Proportion of employment,Specialized middle management occupations,Women,57.3
2012,New Brunswick,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,55.5
2012,New Brunswick,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,44.5
2012,New Brunswick,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,91.5
2012,New Brunswick,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,7
2012,Quebec,Proportion of employment,"Total, all occupations",Men,52.4
2012,Quebec,Proportion of employment,"Total, all occupations",Women,47.6
2012,Quebec,Proportion of employment,Management occupations,Men,63.8
2012,Quebec,Proportion of employment,Management occupations,Women,36.1
2012,Quebec,Proportion of employment,Legislative and senior management occupations,Men,75.6
2012,Quebec,Proportion of employment,Legislative and senior management occupations,Women,24.4
2012,Quebec,Proportion of employment,Specialized middle management occupations,Men,50.3
2012,Quebec,Proportion of employment,Specialized middle management occupations,Women,49.7
2012,Quebec,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,60.8
2012,Quebec,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,39.1
2012,Quebec,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,80.3
2012,Quebec,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,19.6
2012,Ontario,Proportion of employment,"Total, all occupations",Men,52.1
2012,Ontario,Proportion of employment,"Total, all occupations",Women,47.9
2012,Ontario,Proportion of employment,Management occupations,Men,63.2
2012,Ontario,Proportion of employment,Management occupations,Women,36.8
2012,Ontario,Proportion of employment,Legislative and senior management occupations,Men,74.4
2012,Ontario,Proportion of employment,Legislative and senior management occupations,Women,25.6
2012,Ontario,Proportion of employment,Specialized middle management occupations,Men,50.1
2012,Ontario,Proportion of employment,Specialized middle management occupations,Women,49.9
2012,Ontario,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,58.3
2012,Ontario,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,41.7
2012,Ontario,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,85.2
2012,Ontario,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,14.8
2012,Manitoba,Proportion of employment,"Total, all occupations",Men,53.4
2012,Manitoba,Proportion of employment,"Total, all occupations",Women,46.6
2012,Manitoba,Proportion of employment,Management occupations,Men,68.5
2012,Manitoba,Proportion of employment,Management occupations,Women,31.5
2012,Manitoba,Proportion of employment,Legislative and senior management occupations,Men,60
2012,Manitoba,Proportion of employment,Legislative and senior management occupations,Women,40
2012,Manitoba,Proportion of employment,Specialized middle management occupations,Men,49.7
2012,Manitoba,Proportion of employment,Specialized middle management occupations,Women,50.3
2012,Manitoba,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,59.6
2012,Manitoba,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,40.4
2012,Manitoba,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,86.7
2012,Manitoba,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,13.7
2012,Saskatchewan,Proportion of employment,"Total, all occupations",Men,54.7
2012,Saskatchewan,Proportion of employment,"Total, all occupations",Women,45.3
2012,Saskatchewan,Proportion of employment,Management occupations,Men,71.2
2012,Saskatchewan,Proportion of employment,Management occupations,Women,28.8
2012,Saskatchewan,Proportion of employment,Legislative and senior management occupations,Men,65
2012,Saskatchewan,Proportion of employment,Legislative and senior management occupations,Women,35
2012,Saskatchewan,Proportion of employment,Specialized middle management occupations,Men,50.8
2012,Saskatchewan,Proportion of employment,Specialized middle management occupations,Women,49.2
2012,Saskatchewan,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,59.3
2012,Saskatchewan,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,40.7
2012,Saskatchewan,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,82.5
2012,Saskatchewan,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Women,17.5
2012,Alberta,Proportion of employment,"Total, all occupations",Men,54.8
2012,Alberta,Proportion of employment,"Total, all occupations",Women,45.2
2012,Alberta,Proportion of employment,Management occupations,Men,67.7
2012,Alberta,Proportion of employment,Management occupations,Women,32.3
2012,Alberta,Proportion of employment,Legislative and senior management occupations,Men,78.6
2012,Alberta,Proportion of employment,Legislative and senior management occupations,Women,21.4
2012,Alberta,Proportion of employment,Specialized middle management occupations,Men,53
2012,Alberta,Proportion of employment,Specialized middle management occupations,Women,47
2012,Alberta,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Men,58.9
2012,Alberta,Proportion of employment,Middle management occupations in retail and wholesale trade and customer services,Women,41.3
2012,Alberta,Proportion of employment,"Middle management occupations in trades, transportation, production and utilities",Men,81.6
